TS,Corrente_Agitador_1601,Corrente_Agitador_1602,Corrente_Agitador_1603,Corrente_Agitador_1604,Corrente_Agitador_1605,Corrente_BB_1006,Corrente_Bomba_1601,Corrente_Bomba_1602,Vazao_Pasta,Dosagem_Acucar_TQ1001,Dosagem_Acucar_TQ1002,Dosagem_Acucar_TQ1003,Dosagem_Agua_TQ1001,Dosagem_Agua_TQ1002,Dosagem_Agua_TQ1003,Dosagem_Oleo_TQ1001,Dosagem_Oleo_TQ1002,Dosagem_Oleo_TQ1003,Dosagem_Vinagre_TQ1001,Dosagem_Vinagre_TQ1002,Dosagem_Vinagre_TQ1003,Pressao_CZ_1603,Pressao_CZ_1605,Temp_CZ_1601,Temp_Holding_1633,Temp_Holding_1634
2023-07-25 16:58:00,8.99,09.08,13.88,13.73,13.77,08.09,5.19,5.38,4.931.073,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,8.249.027,2.662.127,6.809.338,28.845.655,2.890.402
2023-07-25 16:56:00,8.99,09.09,13.87,13.73,13.87,8.12,5.95,5.39,49.291.035,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,8.249.027,2.726.978,79.442.285,2.890.402,2.890.402
2023-07-25 16:54:00,8.99,09.08,13.84,13.75,16.06,7.32,5.91,5.4,3.237.224,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,8.767.834,26.945.525,8.511.673,2.890.402,2.890.402
2023-07-25 16:52:00,8.99,09.09,13.84,14.24,17.28,7.48,5.69,5.36,37.273.026,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,8.767.834,2.726.978,79.442.285,29.033.722,29.033.722
2023-07-25 16:50:00,8.98,09.08,13.86,16.9,17.35,7.68,5.69,5.36,4.373.133,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,92.866.406,2.726.978,79.442.285,29.098.574,29.098.574
2023-07-25 16:48:00,8.98,09.07,15.56,16.97,17.35,7.76,5.69,5.37,44.821.148,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,92.866.406,27.594.033,9.646.563,29.163.424,29.163.424
2023-07-25 16:46:00,8.98,09.07,17.04,16.99,17.43,8.24,5.68,5.59,5.467.931,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,92.866.406,27.594.033,6.809.338,29.228.275,29.228.275
2023-07-25 16:44:00,8.96,09.09,16.93,16.99,17.43,10.59,5.67,5.59,7.223.751,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,98.054.476,27.918.288,6.809.338,29.293.125,29.228.275
2023-07-25 16:42:00,8.95,9.86,16.85,16.93,17.35,10.87,6,5.55,75.844.284,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,98.054.476,28.242.543,6.809.338,29.293.125,29.357.977
2023-07-25 16:40:00,8.95,10.27,16.78,16.9,17.24,10.99,06.02,5.54,74.895.805,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,10.324.254,28.242.543,6.809.338,29.416.342,29.293.125
2023-07-25 16:38:00,8.95,10.26,16.82,16.9,17.24,11.11,5.87,5.53,7.582.723,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,10.324.254,2.853.437,6.809.338,29.481.194,29.481.194
2023-07-25 16:36:00,8.95,10.26,16.8,16.89,17.2,11.13,5.87,5.53,7.577.366,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,10.324.254,2.853.437,9.646.563,29.481.194,29.546.043
2023-07-25 16:34:00,8.98,10.28,16.8,16.89,17.22,11.12,5.86,5.53,75.765.144,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,10.324.254,2.853.437,8.511.673,29.546.043,29.546.043
2023-07-25 16:32:00,8.98,10.3,16.82,16.93,17.24,11.12,5.86,5.53,7.555.239,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.079.118,28.858.626,79.442.285,29.610.895,29.610.895
2023-07-25 16:30:00,8.98,10.29,16.79,16.92,17.26,11.12,5.86,5.53,7.532.657,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.079.118,29.182.878,79.442.285,29.740.597,29.740.597
2023-07-25 16:28:00,8.97,10.28,16.8,16.91,17.25,11.1,5.87,5.53,7.525.499,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,11.309.987,29.507.133,79.442.285,29.805.447,29.740.597
2023-07-25 16:26:00,8.98,10.29,16.79,16.91,17.26,11.07,5.87,5.54,75.112.434,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,11.309.987,29.507.133,79.442.285,29.805.447,29.805.447
2023-07-25 16:24:00,8.92,10.2,16.68,16.85,17.21,11.05,5.88,5.54,7.507.444,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,118.287.936,2.983.139,79.442.285,29.870.298,29.935.148
2023-07-25 16:22:00,8.93,10.27,16.75,16.91,17.28,11.07,5.9,5.54,7.500.662,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,118.287.936,2.983.139,79.442.285,29.993.515,29.993.515
2023-07-25 16:20:00,8.95,10.26,16.75,16.93,17.35,11.04,5.92,5.54,7.516.557,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,118.287.936,3.015.564,79.442.285,30.058.365,29.993.515
2023-07-25 16:18:00,8.94,10.27,16.84,16.96,17.44,11.07,5.94,5.54,7.520.877,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,123.476.006,3.015.564,79.442.285,30.058.365,30.058.365
2023-07-25 16:16:00,8.95,10.27,16.78,17.02,17.64,11.08,5.95,5.54,7.511.316,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,123.476.006,30.479.896,79.442.285,30.188.068,30.188.068
2023-07-25 16:14:00,9,10.3,17.01,17.3,17.93,11.09,5.96,5.55,75.254,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,123.476.006,30.479.896,79.442.285,30.252.918,30.188.068
2023-07-25 16:12:00,09.02,10.32,16.95,17.44,18.06,11.11,5.96,5.55,7.550.199,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,12.866.408,3.080.415,79.442.285,3.031.777,30.252.918
2023-07-25 16:10:00,09.06,10.32,17.02,17.58,18.06,11.18,5.99,5.59,7.571.724,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,12.866.408,3.080.415,79.442.285,3.038.262,3.038.262
2023-07-25 16:08:00,8.87,10.23,17.3,17.52,17.94,11.26,5.96,5.56,7.632.476,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,13.385.214,3.109.598,79.442.285,3.038.262,3.038.262
2023-07-25 16:06:00,8.85,10.24,17.34,17.5,17.94,11.49,5.95,5.56,7.760.177,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,13.385.214,31.420.234,79.442.285,30.505.836,30.505.836
2023-07-25 16:04:00,8.84,10.31,17.35,17.5,17.97,11.66,5.95,5.57,7.893.949,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,13.385.214,3.174.449,79.442.285,30.570.688,30.505.836
2023-07-25 16:02:00,8.88,10.51,17.36,17.51,17.93,11.79,5.96,5.57,7.941.657,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.390.402,3.206.874,79.442.285,30.635.538,30.635.538
2023-07-25 16:00:00,8.88,10.62,17.34,17.52,17.98,11.82,5.95,5.56,7.959.971,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.390.402,3.206.874,79.442.285,3.070.039,3.070.039
2023-07-25 15:58:00,8.88,10.68,17.38,17.52,17.96,11.82,5.96,5.57,7.941.997,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.390.402,3.206.874,79.442.285,30.830.091,3.076.524
2023-07-25 15:56:00,8.85,10.72,17.36,17.5,17.96,11.8,5.96,5.57,7.949.549,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,14.422.828,32.392.997,79.442.285,30.894.941,30.830.091
2023-07-25 15:54:00,8.88,10.73,17.37,17.52,17.9,11.83,5.95,5.57,7.977.045,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,14.422.828,32.717.252,79.442.285,30.959.793,30.894.941
2023-07-25 15:52:00,8.88,10.7,17.38,17.52,17.95,11.94,5.95,5.57,8.039.437,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,14.941.634,33.041.504,79.442.285,31.024.643,30.959.793
2023-07-25 15:50:00,8.89,10.7,17.35,17.53,17.95,11.93,5.96,5.57,8.033.592,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,14.941.634,33.041.504,9.079.118,3.108.301,31.024.643
2023-07-25 15:48:00,8.88,10.71,17.4,17.52,17.93,11.92,5.95,5.57,8.007.977,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,14.941.634,3.336.576,79.442.285,3.114.786,3.114.786
2023-07-25 15:46:00,8.88,10.7,17.36,17.53,17.94,11.93,5.95,5.56,8.007.554,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.540.856,33.657.587,79.442.285,31.212.711,31.212.711
2023-07-25 15:44:00,8.88,10.69,17.37,17.53,17.93,11.92,5.95,5.57,80.197.945,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.540.856,3.336.576,79.442.285,31.212.711,31.277.561
2023-07-25 15:42:00,8.88,10.65,17.38,17.52,17.92,11.9,5.95,5.57,8.002.548,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,1.540.856,33.657.587,79.442.285,31.407.263,31.342.413
2023-07-25 15:40:00,8.86,10.69,17.37,17.52,17.9,11.89,5.95,5.57,8.015.459,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,15.927.367,33.981.842,79.442.285,31.472.115,31.407.263
2023-07-25 15:38:00,8.85,10.72,17.4,17.5,17.88,11.91,5.96,5.55,8.024.956,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,15.927.367,33.981.842,11.348.897,31.536.964,31.472.115
2023-07-25 15:36:00,8.86,10.65,17.39,17.5,17.86,11.88,5.96,5.56,79.943.855,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,15.927.367,33.981.842,10.781.453,31.536.964,31.536.964
2023-07-25 15:34:00,8.84,10.68,17.35,17.51,17.89,11.89,5.95,5.56,80.033.066,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,16.446.173,34.306.097,9.646.563,31.660.181,31.595.331
2023-07-25 15:32:00,8.86,10.65,17.37,17.51,17.92,11.86,5.96,5.57,79.699.684,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,16.446.173,3.463.035,79.442.285,31.725.033,31.660.181
2023-07-25 15:30:00,8.82,10.65,17.39,17.5,17.96,11.89,5.96,5.57,80.193.825,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,16.964.981,3.463.035,10.781.453,31.789.883,31.789.883
2023-07-25 15:28:00,8.79,10.64,17.37,17.49,17.88,11.83,5.96,5.57,7.979.703,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,16.964.981,34.954.605,11.348.897,31.854.734,31.789.883
2023-07-25 15:26:00,8.81,10.65,17.37,17.51,17.91,11.88,5.97,5.57,7.976.329,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,16.964.981,34.954.605,8.511.673,31.854.734,31.919.584
2023-07-25 15:24:00,8.81,10.64,17.34,17.53,18.06,11.85,5.98,5.57,7.977.966,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,17.483.787,3.527.886,8.511.673,31.984.436,31.984.436
2023-07-25 15:22:00,8.81,10.66,17.38,17.58,18.06,11.84,5.98,5.58,79.778.496,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,17.483.787,35.603.112,8.511.673,32.049.286,31.984.436
2023-07-25 15:20:00,8.86,10.67,17.38,17.61,18.05,11.87,5.98,5.57,7.962.706,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,17.483.787,35.603.112,9.079.118,32.114.136,32.049.286
2023-07-25 15:18:00,8.85,10.67,17.46,17.64,18.07,11.89,5.99,5.58,7.984.076,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,18.002.594,35.603.112,8.511.673,32.237.354,32.237.354
2023-07-25 15:16:00,8.83,10.68,17.47,17.61,18.09,11.88,5.99,5.57,80.124.954,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,18.002.594,35.927.367,10.781.453,32.302.204,32.237.354
2023-07-25 15:14:00,8.83,10.68,17.49,17.6,18.01,11.92,5.99,5.57,8.038.938,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,18.002.594,36.251.622,79.442.285,32.367.054,32.302.204
2023-07-25 15:12:00,8.83,10.73,17.45,17.6,18.05,11.93,5.99,5.57,8.005.013,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,18.521.401,3.654.345,8.511.673,32.367.054,32.367.054
2023-07-25 15:10:00,8.83,10.71,17.42,17.59,18.08,11.88,5.99,5.57,7.991.408,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,18.521.401,3.654.345,11.348.897,32.496.758,32.431.908
2023-07-25 15:08:00,8.79,10.74,17.41,17.59,18.06,11.86,5.99,5.57,7.974.388,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.040.208,3.654.345,8.511.673,32.496.758,32.496.758
2023-07-25 15:06:00,8.81,10.77,17.53,17.63,18.07,11.9,5.99,5.57,8.020.277,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.040.208,36.867.705,8.511.673,3.262.646,32.561.607
2023-07-25 15:04:00,8.81,10.72,17.44,17.6,18.05,12.01,5.99,5.57,8.055.718,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.040.208,37.191.957,8.511.673,32.684.826,3.262.646
2023-07-25 15:02:00,8.79,10.73,17.44,17.6,18.04,12.05,6,5.57,8.065.863,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.507.134,37.191.957,8.511.673,32.749.676,32.684.826
2023-07-25 15:00:00,8.82,10.79,17.46,17.61,18.05,12.08,6,5.57,8.075.615,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.507.134,37.191.957,8.511.673,32.814.526,32.749.676
2023-07-25 14:58:00,8.83,10.75,17.49,17.6,18.03,12.09,6,5.57,8.069.675,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,19.507.134,37.516.212,8.511.673,3.294.423,32.814.526
2023-07-25 14:56:00,8.82,10.74,17.52,17.6,18.02,12.15,6,5.57,8.043.494,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,2.002.594,37.840.468,8.511.673,3.294.423,3.294.423
2023-07-25 14:54:00,8.83,10.75,17.45,17.62,18.08,12.05,6,5.57,80.533.035,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,2.002.594,37.840.468,9.079.118,3.300.908,3.300.908
2023-07-25 14:52:00,8.84,10.75,17.45,17.63,18.03,12.06,6,5.57,80.686.874,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,2.002.594,3.816.472,10.781.453,33.138.783,3.307.393
2023-07-25 14:50:00,8.84,10.78,17.5,17.62,18.01,12.1,6,5.57,8.042.554,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,20.544.747,3.816.472,8.511.673,33.197.147,33.138.783
2023-07-25 14:48:00,8.81,10.74,17.47,17.6,18.05,12.05,5.99,5.57,8.053.128,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,20.544.747,3.816.472,10.781.453,33.261.997,33.197.147
2023-07-25 14:46:00,8.83,10.74,17.45,17.62,18.05,12.02,5.99,5.57,80.467.285,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,20.544.747,38.488.975,8.511.673,33.326.847,33.261.997
2023-07-25 14:44:00,8.83,10.75,17.49,17.62,18,11.98,5.99,5.57,800.892,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,20.544.747,38.488.975,9.646.563,333.917,33.326.847
2023-07-25 14:42:00,8.82,10.75,17.44,17.6,18.02,12.01,5.98,5.57,8.025.459,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,21.063.554,38.488.975,9.079.118,3.345.655,3.345.655
2023-07-25 14:40:00,8.83,10.73,17.45,17.62,18.02,11.98,5.98,5.57,80.245.186,6.385.714,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,21.063.554,38.488.975,10.781.453,3.358.625,335.214
2023-07-25 14:38:00,8.81,10.78,17.44,17.57,17.94,11.99,5.97,5.56,8.021.193,6.385.714,6.407.143,6.407.143,7795,7795,7795,3.337.099,29.922.918,29.732.674,305,306,301,21.063.554,3.881.323,9.079.118,33.651.104,3.358.625
2023-07-25 14:36:00,8.81,10.74,17.45,17.53,17.9,11.96,5.97,5.57,8.008.526,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.922.918,29.732.674,305,306,301,21.063.554,3.881.323,9.079.118,33.651.104,33.651.104
2023-07-25 14:34:00,8.83,10.73,17.41,17.49,17.94,11.95,5.97,5.56,8.008.812,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,21.063.554,3.881.323,10.781.453,33.715.954,33.715.954
2023-07-25 14:32:00,8.82,10.75,17.4,17.5,17.83,11.94,5.97,5.56,7.988.775,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,21.063.554,3.881.323,9.646.563,3.383.917,3.377.432
2023-07-25 14:30:00,8.84,10.76,17.39,17.48,17.9,11.99,5.97,5.57,8.003.035,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,21.063.554,39.105.058,9.079.118,33.904.022,33.904.022
2023-07-25 14:28:00,8.83,10.72,17.33,17.46,17.88,11.9,5.97,5.57,7.963.631,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,2.158.236,39.105.058,9.079.118,33.968.872,33.968.872
2023-07-25 14:26:00,8.88,10.71,17.35,17.52,17.95,11.87,5.98,5.57,79.663.086,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,2.158.236,39.105.058,124.837.875,3.409.857,34.033.722
2023-07-25 14:24:00,8.87,10.68,17.41,17.5,17.93,11.84,5.97,5.57,7.941.283,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,2.158.236,3.881.323,9.646.563,34.163.425,3.409.857
2023-07-25 14:22:00,8.84,10.66,17.38,17.49,17.95,11.84,5.98,5.56,7.941.525,6.385.714,6.407.143,6.407.143,7795,7800,7795,3.337.099,29.694.887,29.732.674,305,305,301,2.158.236,39.105.058,9.646.563,34.228.275,34.163.425
