TS,Corrente_Agitador_1601,Corrente_Agitador_1602,Corrente_Agitador_1603,Corrente_Agitador_1604,Corrente_Agitador_1605,Corrente_BB_1006,Corrente_Bomba_1601,Corrente_Bomba_1602,Vazao_Pasta,Dosagem_Acucar_TQ1001,Dosagem_Acucar_TQ1002,Dosagem_Acucar_TQ1003,Dosagem_Agua_TQ1001,Dosagem_Agua_TQ1002,Dosagem_Agua_TQ1003,Dosagem_Oleo_TQ1001,Dosagem_Oleo_TQ1002,Dosagem_Oleo_TQ1003,Dosagem_Vinagre_TQ1001,Dosagem_Vinagre_TQ1002,Dosagem_Vinagre_TQ1003,Pressao_CZ_1603,Pressao_CZ_1605,Temp_CZ_1601,Temp_Holding_1633,Temp_Holding_1634
2023-07-25 11:36:00,8.89,10.75,17.46,17.58,17.99,12.04,5.98,5.57,80.102.295,6.407.143,6.407.143,6.385.714,7795,7800,7795,3.337.099,29.694.887,29.759.655,305,305,301,66.957.197,28.070.688,753.964,9.151.751,9.074.578
2023-07-25 11:34:00,8.9,10.73,17.45,17.6,18.02,12,5.98,5.57,7.971.309,6.407.143,6.407.143,6.385.714,7795,7800,7795,3.337.099,29.694.887,29.759.655,305,305,301,66.853.437,28.167.963,7.543.612,91.575.874,9.081.064
2023-07-25 11:32:00,8.93,10.73,17.48,17.62,18.05,12,5.97,5.57,797.344,6.407.143,6.407.143,6.385.714,7795,7800,7795,3.337.099,29.694.887,29.759.655,305,305,301,66.853.437,28.103.113,7.522.049,9.151.751,9.081.064
2023-07-25 11:30:00,8.91,10.75,17.42,17.64,18.03,12.05,5.97,5.58,80.435.555,6.407.143,6.407.143,6.385.714,7795,7800,7795,3.337.099,29.694.887,29.759.655,305,305,301,6.716.472,28.359.272,7.554.394,91.575.874,9.087.549
2023-07-25 11:28:00,8.94,10.77,17.45,17.68,18.14,12.27,5.94,5.58,81.883.286,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.711.284,28.070.688,7.536.235,9.145.266,9.074.578
2023-07-25 11:26:00,8.95,10.79,17.44,17.67,17.86,11.9,5.94,5.55,77.486.465,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.470.818,28.135.538,75.118.355,9.138.781,9.068.093
2023-07-25 11:24:00,8.93,10.77,17.45,17.59,17.86,11.89,5.94,5.55,7.751.427,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.725.034,28.229.573,7.524.886,9.138.781,9.061.608
2023-07-25 11:22:00,8.94,10.8,17.45,17.42,17.93,11.88,5.95,5.55,7.761.065,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.880.673,28.359.272,7.533.965,9.138.781,9.061.608
2023-07-25 11:20:00,8.9,10.75,17.46,17.47,17.01,11.92,5.95,5.56,77.683.876,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.803.113,28.261.998,7.526.589,9.125.811,9.042.802
2023-07-25 11:18:00,8.9,10.78,17.42,17.52,18.04,11.87,5.94,5.56,7.735.983,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.813.489,2.845.655,7.536.235,9.145.266,9.074.578
2023-07-25 11:16:00,8.91,10.78,17.43,17.61,18.08,11.87,5.94,5.55,7.743.453,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.290.534,283.917,7.560.068,9.125.811,9.068.093
2023-07-25 11:14:00,8.91,10.78,17.46,17.64,18.09,11.85,5.94,5.55,77.020.195,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.544.745,28.712.711,7.533.965,9.106.355,9.048.638
2023-07-25 11:12:00,8.93,10.76,17.46,17.66,18.11,11.86,5.93,5.54,7.711.253,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.492.866,2.851.816,75.424.774,9.119.325,9.061.608
2023-07-25 11:10:00,8.91,10.77,17.46,17.66,18.07,11.82,5.93,5.55,7.709.185,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.290.534,2.845.655,7.534.533,9.125.811,9.061.608
2023-07-25 11:08:00,8.91,10.74,17.41,17.65,18.06,11.82,5.93,5.54,7.703.326,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.823.865,28.424.125,7.543.045,9.145.266,9.081.064
2023-07-25 11:06:00,8.91,10.78,17.43,17.67,18.07,11.84,5.93,5.54,77.061.226,6.407.143,6.407.143,6.385.714,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.859.663,28.774.319,7.545.882,9.183.528,911.284
2023-07-25 11:04:00,8.93,10.79,17.44,17.65,17.98,11.82,5.93,5.54,7.713.562,6.407.143,6.407.143,6.407.143,7795,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.875.227,28.774.319,7.557.798,9.177.043,9.106.355
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.544.745,283.917,75.333.984,9.119.325,9.055.123
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.492.866,2.845.655,7.524.886,911.284,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.446.174,28.359.272,7.522.049,9.119.325,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.394.294,28.294.423,7.525.454,9.125.811,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.394.294,2.845.655,7.531.129,9.138.781,9.068.093
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.290.534,28.615.434,7.550.422,9.119.325,9.055.123
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,68.342.414,28.485.732,7.564.608,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.813.489,2.858.301,7.553.826,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.798.444,28.550.584,75.260.216,9.138.781,9.068.093
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.803.113,28.261.998,75.260.216,9.151.751,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.776.914,28.424.125,7.534.533,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.828.794,28.359.272,7.532.263,9.132.296,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.522.697,28.167.963,75.333.984,91.640.724,909.987
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.776.914,28.229.573,7.523.752,91.640.724,909.987
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.725.034,28.229.573,7.524.886,9.138.781,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.673.154,27.911.804,7.528.859,9.125.811,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.776.914,28.200.388,7.534.533,9.138.781,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.673.154,28.103.113,75.424.774,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.828.794,28.326.848,7.532.263,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.574.577,28.135.538,7.557.798,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.673.154,28.261.998,7.554.394,9.119.325,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.574.577,28.326.848,7.571.984,9.094.034,9.029.832
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.828.794,28.326.848,7.579.361,9.094.034,9.029.832
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.725.034,28.200.388,754.191,911.284,9.055.123
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.470.818,2.803.826,7.528.291,9.125.811,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.725.034,28.005.836,75.260.216,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.574.577,28.103.113,7.519.212,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.736.706,28.103.113,7.554.394,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.522.697,27.911.804,7.524.886,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.725.034,28.103.113,75.226.166,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.522.697,28.103.113,753.964,9.138.781,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.315.173,28.005.836,7.528.291,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.673.154,28.167.963,7.552.124,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,6.762.127,28.070.688,7.528.291,9.132.296,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.759.655,305,305,301,67.776.914,28.359.272,7.546.449,9.132.296,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.574.577,28.103.113,75.515.564,9.151.751,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.741.894,28.135.538,753.737,9.145.266,9.087.549
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.741.894,28.005.836,7.514.673,9.145.266,9.087.549
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.470.818,27.940.986,7.536.235,9.132.296,9.068.093
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.736.706,2.797.341,7.514.105,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.741.894,27.814.527,75.226.166,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.470.818,27.879.376,7.529.426,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.574.577,28.070.688,7.537.938,9.132.296,9.068.093
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.522.697,27.814.527,75.260.216,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.470.818,27.911.804,75.333.984,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.716.472,2.803.826,7.560.068,9.145.266,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.716.472,28.005.836,7.534.533,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.706.096,2.797.341,7.528.291,9.151.751,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.009.077,27.940.986,7.524.886,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.716.472,28.005.836,75.390.724,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.716.472,28.005.836,75.481.514,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.211.413,28.005.836,7.544.747,91.640.724,9.087.549
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.711.284,27.940.986,7.528.859,91.575.874,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.706.096,2.803.826,7.506.728,9.132.296,9.061.608
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,67.263.293,28.135.538,7.584.468,9.138.781,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,305,301,6.736.706,2.803.826,7.526.589,91.575.874,9.087.549
,,,,,,,,,,,,,,7795,7795,3.337.099,2.972.995,29.703.074,305,306,301,6.741.894,28.200.388,7.530.561,9.138.781,9.068.093
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.263.293,28.103.113,753.737,9.145.266,9.074.578
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.574.577,28.294.423,753.964,9.125.811,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.932.553,28.135.538,7.544.747,911.284,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.808.301,28.294.423,75.316.956,9.106.355,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.762.127,28.229.573,7.528.859,9.106.355,9.042.802
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.932.553,28.200.388,7.536.235,9.106.355,9.042.802
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.823.865,28.229.573,7.526.589,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.818.677,28.229.573,7.526.589,9.125.811,9.055.123
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.290.534,28.294.423,7.520.347,9.132.296,9.055.123
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.544.745,283.917,7.559.501,9.119.325,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.394.294,28.229.573,7.519.779,9.125.811,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.875.227,28.326.848,7.545.882,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.890.272,28.261.998,7.550.989,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,69.006.486,2.845.655,75.226.166,9.094.034,9.016.861
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,69.006.486,28.326.848,7.530.561,909.987,9.029.832
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,69.058.366,2.845.655,7.522.049,9.106.355,9.029.832
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,69.006.486,28.615.434,75.481.514,909.987,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.875.227,2.858.301,7.536.235,909.987,9.016.861
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.890.272,28.871.596,7.543.045,911.284,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.492.866,2.858.301,7.532.263,911.284,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.342.414,28.550.584,75.169.426,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.446.174,2.858.301,75.209.145,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.823.865,28.550.584,75.566.635,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,68.290.534,28.806.744,753.964,9.106.355,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.798.444,2.864.786,7.562.905,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.798.444,2.890.402,7.525.454,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.470.818,2.864.786,7.519.779,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.716.472,2.858.301,75.169.426,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.957.197,28.615.434,753.964,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.674.968,28.615.434,7.526.589,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.853.437,2.845.655,7.536.803,909.987,9.029.832
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.853.437,28.615.434,753.737,909.987,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,666.511,28.200.388,7.523.184,911.284,9.048.638
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.670.298,28.326.848,75.260.216,9.094.034,9.036.317
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,666.511,28.103.113,75.390.724,9.087.549,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.853.437,283.917,7.523.752,9.087.549,9.016.861
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.716.472,28.359.272,75.209.145,9.094.034,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.211.413,283.917,75.532.585,909.987,9.023.346
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.905.317,28.229.573,7.527.724,9.081.064,8.997.406
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.706.096,28.229.573,7.520.347,9.081.064,9.003.891
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.711.284,28.200.388,75.623.375,9.068.093,8.997.406
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.716.472,28.712.711,7.546.449,9.068.093,8.997.406
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.674.968,28.200.388,75.175.095,9.055.123,8.997.406
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,67.009.077,28.261.998,7.536.235,9.042.802,8.972.114
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.905.317,2.845.655,7.534.533,9.023.346,8.959.144
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.659.922,28.229.573,7.532.263,9.036.317,8.972.114
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,666.511,28.424.125,756.858,9.061.608,8.997.406
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.670.298,28.200.388,7.534.533,9.068.093,9.016.861
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.189.365,28.200.388,753.964,91.575.874,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.801.558,29.383.917,7.731.436,9.145.266,9.081.064
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.674.968,30.570.688,7.587.873,91.705.574,909.987
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.536.965,27.493.515,7.032.912,91.705.574,909.987
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,65.571.985,2.746.109,70.136.185,9.177.043,9.106.355
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.592.996,27.493.515,7.035.749,91.640.724,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,660.856,27.846.951,702.894,91.640.724,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,660.856,27.814.527,702.894,91.575.874,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,66.189.365,27.782.102,7.024.967,91.640.724,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,660.856,27.655.642,70.136.185,91.575.874,9.094.034
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,65.727.625,2.771.725,70.136.185,91.705.574,909.987
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.516.213,27.749.677,7.024.967,9.177.043,9.106.355
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,301,6.526.589,27.749.677,7.021.563,9.177.043,911.284
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.703.074,305,306,302,64.959.793,27.655.642,70.244,9.183.528,911.284
,,,,,,,,,,,,,,7795,7795,3.337.099,29.679.638,29.612.896,305,306,302,64.856.033,27.493.515,70.226.974,9.177.043,911.284